expedition_id,peak_name,year,season,basecamp_date,highpoint_date,termination_date,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used,trekking_agency
EVER06152,Everest,2006,Spring,2006-04-08,2006-05-25,2006-05-23,Success (main peak),8850,4,0,1,0,TRUE,Iceland Trekking (Sange)
EVER06153,Everest,2006,Spring,2006-04-05,2006-05-11,2006-05-13,Success (main peak),8850,2,0,0,0,TRUE,Everest Parivar
EVER06155,Everest,2006,Spring,2006-05-05,2006-05-25,2006-05-29,Success (main peak),8850,1,0,0,0,FALSE,Asian Trekking
EVER06156,Everest,2006,Spring,2006-04-27,2006-05-26,2006-05-29,Success (main peak),8850,2,0,0,0,TRUE,Cho Oyu Trekking
EVER06157,Everest,2006,Spring,2006-04-10,2006-05-18,2006-05-21,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER06158,Everest,2006,Spring,2006-04-23,2006-05-15,2006-05-25,"Bad weather (storms, high winds)",7900,2,0,0,0,FALSE,Asian Trekking
EVER06159,Everest,2006,Spring,2006-04-12,2006-05-17,2006-05-21,Success (main peak),8850,4,0,3,0,TRUE,Thamserku Trekking
EVER06160,Everest,2006,Spring,2006-04-10,2006-05-17,2006-05-24,Success (main peak),8850,6,0,4,0,TRUE,Himalaya Expeditions
EVER06161,Everest,2006,Spring,2006-04-10,2006-05-17,2006-05-21,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER06162,Everest,2006,Spring,2006-04-09,2006-04-22,2006-05-04,"Bad weather (storms, high winds)",7100,1,0,0,0,FALSE,Monterosa Treks
EVER06163,Everest,2006,Spring,2006-04-10,2006-05-17,2006-05-27,Success (main peak),8850,12,0,2,0,TRUE,Thamserku Trekking
EVER06164,Everest,2006,Spring,2006-04-03,2006-05-21,2006-05-31,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8100,25,0,12,0,TRUE,Summit Nepal Trekking
EVER06165,Everest,2006,Spring,2006-04-05,2006-05-17,2006-05-19,Success (main peak),8850,11,0,5,0,TRUE,Everest Parivar
EVER06166,Everest,2006,Spring,2006-04-19,2006-05-07,2006-05-11,Lack (or loss) of supplies or equipment,6850,2,0,2,0,FALSE,Thamserku Trekking
EVER06167,Everest,2006,Spring,2006-05-01,2006-05-17,2006-05-21,Success (main peak),8850,5,0,2,0,TRUE,Thamserku Trekking
EVER06168,Everest,2006,Spring,2006-04-26,NA,2006-05-22,"Illness, AMS, exhaustion, or frostbite",7000,1,0,0,0,FALSE,Thamserku Trekking
EVER06169,Everest,2006,Spring,2006-04-26,2006-05-18,2006-05-22,Success (main peak),8850,2,0,0,0,FALSE,Thamserku Trekking
EVER06170,Everest,2006,Spring,2006-04-28,2006-05-21,2006-05-26,"Bad weather (storms, high winds)",7900,3,0,0,0,FALSE,Nepal Trans Himalayan Explorer
EVER06172,Everest,2006,Spring,2006-04-04,2006-05-18,2006-05-21,"Bad weather (storms, high winds)",8500,3,0,6,0,FALSE,Monterosa Treks
EVER06101,Everest,2006,Spring,2006-04-07,2006-05-11,2006-05-16,Success (main peak),8850,12,0,6,0,TRUE,NE-KO Treks
EVER06174,Everest,2006,Spring,2006-04-07,2006-05-16,2006-05-23,Success (main peak),8850,3,1,2,0,TRUE,Arun Treks
EVER06175,Everest,2006,Spring,2006-04-10,2006-05-16,2006-05-18,"Bad weather (storms, high winds)",8450,1,0,0,0,FALSE,World Records Expeditions
EVER06176,Everest,2006,Spring,2006-04-18,2006-05-18,2006-05-23,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER06177,Everest,2006,Spring,2006-04-05,2006-05-16,2006-05-17,Success (main peak),8850,2,0,1,0,TRUE,Everest Parivar
EVER06178,Everest,2006,Spring,2006-04-10,2006-05-18,2006-06-23,Success (main peak),8850,1,0,0,0,TRUE,Thamserku Trekking
EVER06179,Everest,2006,Spring,2006-04-16,2006-05-18,2006-05-20,Success (main peak),8850,3,0,3,0,TRUE,Thamserku Trekking
EVER06180,Everest,2006,Spring,2006-04-29,2006-05-17,2006-05-29,Success (main peak),8850,6,0,2,0,TRUE,Thamserku Trekking
EVER06181,Everest,2006,Spring,2006-04-09,2006-05-06,2006-05-27,Lack (or loss) of supplies or equipment,7700,1,0,2,0,FALSE,World Records Expeditions
EVER06182,Everest,2006,Spring,2006-04-11,2006-04-29,2006-05-02,"Illness, AMS, exhaustion, or frostbite",7100,1,0,1,0,FALSE,Arun Treks
EVER06183,Everest,2006,Spring,2006-04-09,2006-05-17,2006-05-21,Success (main peak),8850,7,0,3,0,TRUE,Monterosa Treks
EVER06184,Everest,2006,Spring,2006-04-12,2006-05-17,2006-05-25,Success (main peak),8850,1,0,2,0,TRUE,Nomad Expeditions
EVER06185,Everest,2006,Spring,2006-04-06,2006-05-15,NA,Success (main peak),8850,12,0,10,0,TRUE,Arun Treks
EVER06186,Everest,2006,Spring,2006-04-05,2006-05-14,2006-05-25,Success (main peak),8850,17,1,4,0,TRUE,Himalaya Expeditions
EVER06187,Everest,2006,Spring,2006-04-17,2006-05-23,2006-05-26,Success (main peak),8850,4,0,0,0,TRUE,Royal Mountain Travel
EVER06188,Everest,2006,Spring,2006-04-19,2006-05-21,2006-05-26,Success (main peak),8850,4,0,0,0,TRUE,Royal Mountain Travel
EVER06189,Everest,2006,Spring,2006-03-29,2006-05-15,2006-06-01,Success (main peak),8850,29,2,20,0,TRUE,Asian Trekking
EVER06190,Everest,2006,Spring,2006-04-10,2006-04-12,2006-04-13,"Illness, AMS, exhaustion, or frostbite",5800,2,0,0,0,FALSE,Thamserku Trekking
EVER06191,Everest,2006,Spring,2006-04-07,2006-05-16,2006-05-20,Success (main peak),8850,5,0,3,0,TRUE,NE-KO Treks
EVER06192,Everest,2006,Spring,2006-04-10,2006-05-18,2006-05-21,Success (main peak),8850,1,0,2,0,TRUE,Thamserku Trekking
EVER06193,Everest,2006,Spring,2006-04-09,2006-05-15,2006-05-21,Success (main peak),8850,1,0,2,0,TRUE,Monterosa Treks
EVER06194,Everest,2006,Spring,2006-04-07,2006-05-16,2006-05-20,Success (main peak),8850,6,0,6,0,TRUE,NE-KO Treks
EVER06195,Everest,2006,Spring,2006-04-03,2006-05-16,2006-05-19,Success (main peak),8850,8,0,4,0,TRUE,NE-KO Treks
EVER06196,Everest,2006,Spring,2006-04-07,2006-05-16,2006-05-20,Success (main peak),8850,8,0,3,0,TRUE,NE-KO Treks
EVER06171,Everest,2006,Spring,2006-04-08,2006-05-16,2006-05-19,Success (main peak),8850,7,0,3,0,TRUE,Windhorse Trekking
EVER06154,Everest,2006,Spring,2006-04-06,2006-05-17,2006-05-26,Success (main peak),8850,4,0,3,0,TRUE,Nepal Exploration (NEPA) Treks
EVER06143,Everest,2006,Spring,2006-04-05,2006-04-30,2006-05-20,Success (main peak),8850,18,0,20,1,TRUE,Mountain Experience
EVER04164,Everest,2004,Spring,NA,2004-05-19,2004-05-26,"Illness, AMS, exhaustion, or frostbite",8300,1,0,4,0,TRUE,None
EVER06301,Everest,2006,Autumn,2006-09-09,2006-10-18,2006-10-22,Success (main peak),8850,7,0,13,0,TRUE,Peak Promotion
EVER06302,Everest,2006,Autumn,2006-08-26,2006-10-03,2006-10-07,"Illness, AMS, exhaustion, or frostbite",8500,3,0,0,0,FALSE,Thamserku Trekking (Parajuli)
EVER03147,Everest,2003,Spring,2003-04-15,2003-05-22,2003-05-27,Success (main peak),8850,5,0,5,0,TRUE,Great Himalayan Adventure (GHA)
EVER06303,Everest,2006,Autumn,2006-09-02,2006-10-08,2006-10-28,"Bad weather (storms, high winds)",8400,3,0,4,0,TRUE,Trekking Camp Nepal
EVER06197,Everest,2006,Spring,2006-04-19,2006-05-15,2006-05-19,Success (main peak),8850,2,0,0,0,TRUE,Arun Treks
EVER03202,Everest,2003,Summer,2003-08-15,2003-08-17,2003-08-17,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5320,6,0,0,0,FALSE,High Mountain Wave Trekking
EVER07102,Everest,2007,Spring,2007-04-11,2007-04-30,2007-05-04,Success (main peak),8850,2,0,0,0,TRUE,Royal Mountain Travel
EVER07103,Everest,2007,Spring,2007-04-18,2007-05-03,2007-05-16,"Bad weather (storms, high winds)",8300,1,0,3,0,TRUE,Bochi Bochi Treks
EVER07104,Everest,2007,Spring,2007-04-23,2007-05-15,2007-05-20,Success (main peak),8850,2,0,0,0,TRUE,None
EVER07105,Everest,2007,Spring,2007-04-14,2007-05-15,2007-05-20,Success (main peak),8850,4,0,4,0,TRUE,Rolwaling Treks
EVER07106,Everest,2007,Spring,2007-04-23,2007-05-15,2007-05-20,Success (main peak),8850,1,0,2,0,TRUE,Rolwaling Treks
EVER07173,Everest,2007,Spring,2007-04-10,2007-05-17,2007-05-19,Success (main peak),8850,1,0,3,0,TRUE,Thamserku Trekking (Rai)
EVER07108,Everest,2007,Spring,2007-04-09,2007-05-16,2007-05-20,Success (main peak),8850,2,0,2,0,TRUE,Tenzing Asian Holidays
EVER07109,Everest,2007,Spring,2007-04-28,2007-05-21,2007-05-23,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8550,1,0,2,0,TRUE,Sherpa Expeditions
EVER07110,Everest,2007,Spring,2007-04-20,2007-05-15,2007-05-20,Success (main peak),8850,3,0,3,0,TRUE,Cosmo Treks
EVER07111,Everest,2007,Spring,2007-04-21,2007-05-17,2007-05-24,Success (main peak),8850,3,0,0,0,FALSE,Cho Oyu Trekking
EVER07112,Everest,2007,Spring,2007-04-12,2007-05-16,2007-05-22,Other,8600,7,0,6,0,TRUE,Tseringma Treks
EVER07172,Everest,2007,Spring,2007-04-10,2007-05-14,2007-05-19,Accident (death or serious injury),8000,8,2,8,0,TRUE,NE-KO Treks
EVER07174,Everest,2007,Spring,2007-04-08,2007-05-22,2007-05-26,Success (main peak),8850,4,0,4,0,TRUE,Everest Parivar
EVER07175,Everest,2007,Spring,2007-04-07,2007-05-18,2007-05-21,Success (main peak),8850,14,0,11,0,TRUE,Discover Adventure
EVER07117,Everest,2007,Spring,2007-05-03,2007-05-21,2007-05-25,Success (main peak),8850,3,0,3,0,TRUE,Peak Promotion
EVER07176,Everest,2007,Spring,2007-04-11,2007-05-19,2007-05-22,"Bad weather (storms, high winds)",8750,2,0,2,0,TRUE,Nomad Expeditions
EVER07119,Everest,2007,Spring,2007-04-09,2007-05-15,2007-05-22,Other,8700,2,0,2,0,TRUE,Nepal Exploration (NEPA) Treks
EVER07120,Everest,2007,Spring,2007-04-09,2007-05-16,2007-05-21,Success (main peak),8850,10,0,4,0,TRUE,Himalayan Guides
EVER07121,Everest,2007,Spring,2007-04-20,2007-05-23,2007-05-29,Success (main peak),8850,9,0,4,0,TRUE,Ang Nuru Sherpa
EVER07122,Everest,2007,Spring,2007-04-03,2007-05-15,2007-05-27,"Route technically too difficult, lack of experience, strength, or motivation",8010,1,0,0,0,FALSE,Monterosa Treks
EVER07124,Everest,2007,Spring,2007-04-23,2007-05-23,2007-06-07,Success (main peak),8850,9,0,8,0,TRUE,Arun Treks
EVER07125,Everest,2007,Spring,2007-04-16,2007-05-21,2007-05-26,Success (main peak),8850,4,0,6,0,TRUE,Monterosa Treks
EVER07126,Everest,2007,Spring,2007-03-30,2007-05-15,2007-05-22,Success (main peak),8850,18,0,19,0,TRUE,Everest Parivar
EVER07127,Everest,2007,Spring,2007-04-30,2007-05-18,2007-05-24,"Illness, AMS, exhaustion, or frostbite",7600,2,0,0,0,FALSE,Monterosa Treks
EVER07129,Everest,2007,Spring,2007-04-11,2007-05-15,2007-05-21,Success (main peak),8850,3,0,2,0,TRUE,Monterosa Treks
EVER07130,Everest,2007,Spring,2007-05-03,2007-06-05,2007-06-07,Success (main peak),8850,1,0,1,0,TRUE,Arun Treks
EVER07131,Everest,2007,Spring,2007-04-12,2007-05-16,2007-05-21,Success (main peak),8850,5,0,6,0,TRUE,Iceland Trekking (Dorje)
EVER07178,Everest,2007,Spring,2007-04-06,2007-05-17,2007-05-21,Success (main peak),8850,6,0,6,0,TRUE,Summit Nepal Trekking
EVER07133,Everest,2007,Spring,2007-04-18,2007-05-16,2007-05-21,Success (main peak),8850,1,0,1,0,TRUE,Thamserku Trekking
EVER07179,Everest,2007,Spring,2007-04-09,2007-05-20,NA,Success (main peak),8850,13,0,21,0,TRUE,Himalayan Guides
EVER07136,Everest,2007,Spring,2007-04-23,2007-05-24,2007-06-07,Success (main peak),8850,6,0,7,0,TRUE,Explore Himalaya
EVER07180,Everest,2007,Spring,2007-04-12,2007-05-22,2007-05-25,Success (main peak),8850,16,0,22,0,TRUE,Sherpa Shangri-La Trekking
EVER07181,Everest,2007,Spring,2007-04-05,2007-05-23,2007-06-04,Success (main peak),8850,21,0,26,0,TRUE,Summit Nepal Trekking
EVER07182,Everest,2007,Spring,2007-04-07,2007-05-16,2007-05-27,Success (main peak),8850,7,0,7,0,TRUE,Mountain Madness
EVER07183,Everest,2007,Spring,2007-04-04,2007-05-19,2007-05-21,Success (main peak),8850,22,0,35,0,TRUE,Great Escapes Trekking
EVER07144,Everest,2007,Spring,2007-04-08,2007-05-20,2007-05-24,Success (main peak),8850,10,0,4,0,TRUE,Himalayan Guides
EVER07184,Everest,2007,Spring,2007-04-06,2007-05-21,2007-05-23,Success (main peak),8850,1,0,1,0,TRUE,Climb High Himalaya
EVER07148,Everest,2007,Spring,2007-04-27,2007-05-15,2007-05-20,Success (main peak),8850,3,1,3,0,TRUE,Rolwaling Treks
EVER07185,Everest,2007,Spring,2007-04-12,2007-05-18,2007-05-28,Success (main peak),8850,2,0,3,0,TRUE,Sherpa Shangri-La Trekking
EVER07186,Everest,2007,Spring,2007-04-14,2007-05-21,2007-05-25,Success (main peak),8850,5,0,5,0,TRUE,Asian Trekking
EVER07193,Everest,2007,Spring,2007-04-12,2007-05-17,2007-05-21,Success (main peak),8850,6,0,5,0,TRUE,Himalayan Guides
EVER07187,Everest,2007,Spring,2007-04-15,2007-05-22,2007-05-26,Success (main peak),8850,9,0,4,0,TRUE,Himalayan Guides
EVER07153,Everest,2007,Spring,2007-04-05,2007-04-30,2007-06-19,Success (main peak),8850,20,0,31,0,TRUE,Mountain Experience
EVER07192,Everest,2007,Spring,2007-04-12,2007-05-17,2007-05-28,Success (main peak),8850,5,0,4,0,TRUE,Himalayan Guides
EVER07191,Everest,2007,Spring,2007-04-12,2007-05-17,2007-05-27,Success (main peak),8850,10,0,6,0,TRUE,Himalayan Guides
EVER07194,Everest,2007,Spring,2007-04-11,2007-05-19,2007-05-23,"Bad weather (storms, high winds)",8750,2,0,3,0,TRUE,Nomad Expeditions
EVER07165,Everest,2007,Spring,2007-04-11,2007-05-16,2007-05-19,Success (main peak),8850,4,0,1,0,TRUE,Peak Promotion
EVER07166,Everest,2007,Spring,2007-04-19,2007-05-18,2007-05-20,Success (main peak),8850,4,0,3,0,TRUE,Windhorse Trekking
EVER07164,Everest,2007,Spring,2007-04-08,2007-05-16,2007-05-20,"Route technically too difficult, lack of experience, strength, or motivation",8750,1,0,1,0,TRUE,Himalaya Expeditions
EVER07167,Everest,2007,Spring,2007-04-21,2007-05-21,2007-05-25,Success (main peak),8850,2,0,1,0,TRUE,Thamserku Trekking (Rai)
EVER07168,Everest,2007,Spring,2007-04-15,2007-05-21,2007-05-25,Success (main peak),8850,7,0,10,0,TRUE,Himalayan Treasure
EVER07169,Everest,2007,Spring,2007-04-21,2007-04-29,2007-05-04,"Route technically too difficult, lack of experience, strength, or motivation",5710,1,0,2,0,FALSE,Climb High Himalaya
EVER07170,Everest,2007,Spring,2007-04-28,2007-05-16,2007-05-20,Success (main peak),8850,5,0,6,0,TRUE,World Records Expeditions
EVER07114,Everest,2007,Spring,2007-04-11,2007-05-16,2007-05-19,Success (main peak),8850,1,0,1,0,TRUE,Arun Treks
EVER07107,Everest,2007,Spring,2007-04-12,2007-05-16,2007-05-26,Success (main peak),8850,4,0,4,0,TRUE,Arun Treks
EVER07115,Everest,2007,Spring,2007-04-04,2007-05-15,2007-05-20,Lack (or loss) of supplies or equipment,7900,2,0,0,0,FALSE,Monterosa Treks
EVER07116,Everest,2007,Spring,2007-04-03,2007-05-15,2007-05-18,Success (main peak),8850,3,0,3,0,TRUE,Loben Expeditions
EVER07118,Everest,2007,Spring,2007-04-05,2007-04-28,2007-05-10,"Bad weather (storms, high winds)",7000,1,0,2,0,FALSE,Rolwaling Excursion
EVER07132,Everest,2007,Spring,2007-04-19,2007-05-16,2007-05-21,Success (main peak),8850,2,0,1,0,TRUE,Pemba Sherpa
EVER07134,Everest,2007,Spring,2007-04-20,2007-05-16,2007-05-21,Success (main peak),8850,2,0,1,0,TRUE,Himalayan Guides
EVER07137,Everest,2007,Spring,2007-04-07,2007-05-19,2007-05-26,"Illness, AMS, exhaustion, or frostbite",8600,2,0,1,0,TRUE,Monterosa Treks
EVER07138,Everest,2007,Spring,2007-04-12,2007-05-16,2007-05-22,Success (main peak),8850,4,0,2,0,TRUE,Tseringma Treks
EVER07140,Everest,2007,Spring,2007-04-27,2007-05-17,2007-05-28,"Route technically too difficult, lack of experience, strength, or motivation",8700,4,0,1,0,FALSE,High Country Trekking
EVER07147,Everest,2007,Spring,2007-04-07,2007-05-21,2007-05-23,Lack of time,8600,3,0,0,0,FALSE,World Records Expeditions
EVER07149,Everest,2007,Spring,2007-04-07,2007-05-16,2007-05-24,Success (main peak),8850,20,0,8,0,TRUE,Explore Himalaya
EVER07150,Everest,2007,Spring,2007-04-08,2007-05-19,2007-05-23,Success (main peak),8850,16,0,12,0,TRUE,Asian Trekking
EVER07151,Everest,2007,Spring,2007-04-07,2007-05-02,2007-05-24,Success (main peak),8850,14,0,13,0,TRUE,Himalaya Expeditions
EVER07143,Everest,2007,Spring,2007-04-21,2007-05-18,2007-05-24,Success (main peak),8850,1,0,2,0,TRUE,Cho Oyu Trekking
EVER07145,Everest,2007,Spring,2007-04-20,2007-05-22,2007-05-26,Success (main peak),8850,2,0,0,0,TRUE,Cho Oyu Trekking
EVER07146,Everest,2007,Spring,2007-04-20,2007-05-17,2007-05-26,Success (main peak),8850,6,1,0,0,TRUE,Cho Oyu Trekking
EVER07152,Everest,2007,Spring,2007-04-22,2007-05-18,2007-05-22,Success (main peak),8850,2,0,2,0,TRUE,Cho Oyu Trekking
EVER07135,Everest,2007,Spring,2007-04-16,2007-05-20,2007-05-26,Other,8150,4,0,0,0,TRUE,Monterosa Treks
EVER07155,Everest,2007,Spring,2007-04-06,2007-05-07,2007-05-09,"Illness, AMS, exhaustion, or frostbite",7600,1,0,0,0,FALSE,Thamserku Trekking (Parajuli)
EVER07157,Everest,2007,Spring,2007-04-04,2007-05-16,2007-05-18,Success (main peak),8850,1,0,2,0,TRUE,Unique Adventure International
EVER07156,Everest,2007,Spring,2007-04-10,2007-05-08,2007-05-21,Success (main peak),8850,3,0,9,0,TRUE,Asian Trekking
EVER07141,Everest,2007,Spring,2007-04-07,2007-05-15,2007-05-22,Success (main peak),8850,4,0,3,0,TRUE,World Records Expeditions
EVER07163,Everest,2007,Spring,2007-04-10,2007-05-17,2007-05-19,Success (main peak),8850,2,0,8,0,TRUE,Mountain Madness
EVER07101,Everest,2007,Spring,2007-04-13,2007-05-16,2007-05-17,Success (main peak),8850,15,0,6,0,TRUE,International Adventures Treks/Thamserku Trekking
EVER07159,Everest,2007,Spring,2007-04-14,2007-05-21,NA,Success (main peak),8850,8,0,18,0,TRUE,None
EVER07160,Everest,2007,Spring,2007-03-23,2007-05-09,NA,Success (main peak),8850,49,0,0,0,TRUE,None
EVER07158,Everest,2007,Spring,2007-03-28,2007-05-16,NA,Success (main peak),8850,10,0,7,0,TRUE,None
EVER07113,Everest,2007,Spring,2007-04-21,2007-05-18,2007-05-24,Success (main peak),8850,2,0,0,0,FALSE,Cho Oyu Trekking
EVER07123,Everest,2007,Spring,2007-04-10,2007-05-18,2007-05-24,Success (main peak),8850,9,0,6,0,TRUE,Himalayan Windhorse Adventure
EVER07128,Everest,2007,Spring,2007-04-15,2007-05-19,2007-05-25,Success (main peak),8850,7,0,6,0,TRUE,Himalayan Travel Bureau
EVER07154,Everest,2007,Spring,2007-05-07,2007-06-14,2007-06-19,Success (main peak),8850,8,0,22,0,TRUE,Mountain Experience
EVER07171,Everest,2007,Spring,2007-04-09,2007-05-16,2007-05-22,Success (main peak),8850,15,0,5,0,TRUE,Trekking Camp Nepal
EVER07177,Everest,2007,Spring,2007-05-13,2007-05-23,2007-05-26,Success (main peak),8850,1,0,0,0,TRUE,Green Lotus Trekking
EVER07188,Everest,2007,Spring,2007-04-07,2007-05-15,2007-05-19,"Bad weather (storms, high winds)",8400,1,0,1,0,TRUE,Mountain Madness
EVER07139,Everest,2007,Spring,2007-04-21,2007-04-27,2007-05-11,"Illness, AMS, exhaustion, or frostbite",6900,2,0,0,0,FALSE,Thamserku Trekking (Rai)
EVER07189,Everest,2007,Spring,2007-04-23,2007-05-21,2007-05-24,Success (main peak),8850,1,0,2,0,TRUE,Himalayan Glacier/Encounter Nepal
EVER07190,Everest,2007,Spring,2007-04-30,2007-05-21,2007-05-26,Success (main peak),8850,6,0,0,0,TRUE,Arun Treks
EVER07142,Everest,2007,Spring,2007-05-12,2007-05-20,2007-05-24,"Illness, AMS, exhaustion, or frostbite",8600,3,0,3,0,FALSE,None
EVER07195,Everest,2007,Spring,2007-04-14,2007-05-21,2007-05-27,Lack (or loss) of supplies or equipment,8400,1,0,1,1,FALSE,Thamserku Trekking (Parajuli)
EVER07161,Everest,2007,Spring,2007-04-03,2007-05-15,2007-06-06,Success (main peak),8850,14,2,7,0,TRUE,Asian Trekking
EVER07162,Everest,2007,Spring,2007-04-07,2007-05-16,2007-05-27,Success (main peak),8850,12,0,11,0,TRUE,Asian Trekking
EVER07301,Everest,2007,Autumn,2007-09-22,2007-11-06,2007-11-11,"Bad weather (storms, high winds)",8000,16,0,12,0,TRUE,Thamserku Trekking (Rai)
EVER02145,Everest,2002,Spring,2002-03-11,2002-05-17,NA,Success (main peak),8850,1,0,1,0,TRUE,None
EVER06198,Everest,2006,Spring,NA,2006-05-14,NA,Success (claimed),8700,1,0,2,0,TRUE,None
EVER08101,Everest,2008,Spring,NA,2008-05-07,NA,Success (main peak),8850,76,0,0,0,TRUE,Chinese Mountaineering Association
EVER08114,Everest,2008,Spring,2008-04-14,2008-05-24,2008-05-26,Success (main peak),8850,2,0,2,0,TRUE,Himalayan Guides
EVER08104,Everest,2008,Spring,2008-04-20,2008-05-21,2008-05-26,Success (main peak),8850,2,0,2,0,TRUE,Himalayan Travel Bureau
EVER08105,Everest,2008,Spring,2008-04-12,2008-05-21,2008-05-25,Success (main peak),8850,11,1,11,0,TRUE,Iceland Trekking (Dorje)
EVER08106,Everest,2008,Spring,2008-04-07,2008-05-23,2008-05-27,Success (main peak),8850,2,0,4,0,TRUE,Peak Promotion
EVER08107,Everest,2008,Spring,2008-04-17,2008-05-21,2008-05-26,Success (main peak),8850,1,0,1,0,TRUE,Prestige Adventure
EVER08108,Everest,2008,Spring,2008-04-17,2008-05-21,2008-05-26,Success (main peak),8850,2,0,0,0,TRUE,Prestige Adventure
EVER08109,Everest,2008,Spring,2008-04-13,2008-05-21,2008-05-26,Success (main peak),8850,2,0,2,0,TRUE,Prestige Adventure
EVER08110,Everest,2008,Spring,2008-04-06,2008-05-22,2008-05-25,Success (main peak),8850,2,0,2,0,TRUE,Nima Gombu Sherpa (freelancer)
EVER08111,Everest,2008,Spring,2008-04-08,2008-05-21,2008-05-26,Success (main peak),8850,2,0,1,0,TRUE,Prestige Adventure
EVER08112,Everest,2008,Spring,2008-04-06,2008-05-23,2008-05-26,Success (main peak),8850,9,0,6,0,TRUE,Summit Nepal Trekking
EVER08113,Everest,2008,Spring,2008-04-09,2008-05-22,2008-05-27,Success (main peak),8850,13,0,8,0,TRUE,Himalayan Guides
EVER08127,Everest,2008,Spring,2008-04-18,2008-05-29,2008-06-02,Lack (or loss) of supplies or equipment,8200,2,0,0,0,FALSE,Explore Himalaya
EVER08115,Everest,2008,Spring,2008-04-07,2008-05-21,2008-05-23,Success (main peak),8850,1,0,1,0,TRUE,Arun Treks
EVER08117,Everest,2008,Spring,2008-04-22,2008-05-27,2008-06-02,Success (main peak),8850,4,0,0,0,TRUE,Windhorse Trekking
EVER08118,Everest,2008,Spring,2008-04-16,2008-05-25,2008-05-26,"Bad weather (storms, high winds)",8500,2,0,1,0,TRUE,Himalayan High Country Treks
EVER08119,Everest,2008,Spring,2008-04-11,2008-05-17,2008-05-29,"Illness, AMS, exhaustion, or frostbite",7900,2,0,0,0,FALSE,Himalayan Guides
EVER08120,Everest,2008,Spring,2008-04-21,2008-05-25,2008-05-29,"Bad weather (storms, high winds)",8500,1,0,1,0,TRUE,Prestige Adventure
EVER08121,Everest,2008,Spring,2008-04-19,2008-05-27,2008-05-30,Success (main peak),8850,2,0,3,0,TRUE,Himalayan Ecstasy Treks
EVER08122,Everest,2008,Spring,2008-04-01,2008-05-21,2008-05-27,Success (main peak),8850,9,0,11,0,TRUE,Explore Himalaya
EVER08123,Everest,2008,Spring,2008-04-19,2008-05-20,2008-05-25,Success (main peak),8850,7,0,4,0,TRUE,Explore Himalaya
EVER08124,Everest,2008,Spring,2008-04-12,2008-05-22,2008-05-25,Success (main peak),8850,1,0,1,0,TRUE,Monterosa Treks
EVER08125,Everest,2008,Spring,2008-04-13,2008-05-20,2008-05-26,Success (main peak),8850,1,0,3,0,TRUE,Arun Treks
EVER08126,Everest,2008,Spring,2008-04-12,2008-05-22,2008-05-27,Success (main peak),8850,3,0,5,0,TRUE,Sherpa Shangri-La Trekking
EVER08129,Everest,2008,Spring,2008-04-17,2008-05-22,2008-05-15,Success (main peak),8850,2,0,1,0,TRUE,Monterosa Treks
EVER08130,Everest,2008,Spring,2008-05-01,2008-05-24,2008-05-28,Success (main peak),8850,8,0,5,0,TRUE,Cosmo Treks
EVER08131,Everest,2008,Spring,2008-04-08,2008-05-25,2008-05-27,Success (main peak),8850,1,0,2,0,TRUE,High Altitude Dreams
EVER08132,Everest,2008,Spring,2008-04-05,2008-05-21,2008-05-25,Success (main peak),8850,1,0,2,0,TRUE,High Altitude Dreams
EVER08133,Everest,2008,Spring,2008-04-09,2008-05-21,2008-05-25,Success (main peak),8850,5,0,4,0,TRUE,High Altitude Dreams
EVER08135,Everest,2008,Spring,2008-04-10,2008-05-21,2008-05-25,Success (main peak),8850,1,0,2,0,TRUE,High Altitude Dreams
EVER08136,Everest,2008,Spring,2008-04-14,2008-05-22,2008-05-25,Success (main peak),8850,2,0,1,0,TRUE,Advance BC Trekking
EVER08137,Everest,2008,Spring,2008-04-08,2008-05-21,2008-05-28,Success (main peak),8850,8,0,6,0,TRUE,High Altitude Dreams
EVER08138,Everest,2008,Spring,2008-04-10,2008-05-24,2008-05-28,Success (main peak),8850,11,0,20,0,TRUE,Himalayan Guides
EVER08139,Everest,2008,Spring,2008-04-07,2008-05-21,2008-05-25,Success (main peak),8850,27,0,42,0,TRUE,Beyul Adventure
EVER08141,Everest,2008,Spring,2008-04-12,2008-05-21,2008-05-27,Success (main peak),8850,2,0,0,0,TRUE,Monterosa Treks
EVER08142,Everest,2008,Spring,2008-04-06,2008-05-25,2008-05-28,Success (main peak),8850,8,0,5,0,TRUE,Himalayan Guides
EVER08143,Everest,2008,Spring,2008-04-25,2008-05-25,2008-05-28,Success (main peak),8850,2,0,4,0,TRUE,Explore Himalaya
EVER08144,Everest,2008,Spring,2008-04-07,2008-05-21,2008-05-24,Success (main peak),8850,4,0,3,0,TRUE,High Altitude Dreams
EVER08145,Everest,2008,Spring,2008-04-12,2008-05-23,2008-05-27,Success (main peak),8850,8,0,3,0,TRUE,Himalayan Guides
